nit_entidad,orden_entidad,num_contratos_1,num_contratos_2,num_contratos_3,val_contratos_1,val_contratos_2,val_contratos_3,val_contratos_media_1,val_contratos_media_2,val_contratos_media_3,val_contratos_median_1,val_contratos_median_2,val_contratos_median_3,val_contratos_desv_1,val_contratos_desv_2,val_contratos_desv_3,num_familias_dif_1,num_familias_dif_2,num_familias_dif_3,num_grupos_dif_1,num_grupos_dif_2,num_grupos_dif_3,num_contratistas_dif_1,num_contratistas_dif_2,num_contratistas_dif_3,b_cont_cerrada_1,b_cont_cerrada_2,b_cont_cerrada_3,pnum_ganadoras_1,pnum_ganadoras_2,pnum_ganadoras_3,b_adicion_tiempo_1,b_adicion_tiempo_2,b_adicion_tiempo_3,b_adicion_cuantia_1,b_adicion_cuantia_2,b_adicion_cuantia_3,IRCC,IRCCG,ine_coberturaNeta_1,ine_coberturaNeta_2,ine_coberturaNeta_3,ine_tasaDesercion_1,ine_tasaDesercion_2,ine_tasaDesercion_3,ine_tasaRepitencia_1,ine_tasaRepitencia_2,ine_tasaRepitencia_3,ine_tasaAnalfabetismo_3,ine_porcentajeAsistencia_3,ine_pruebaLecturaMatematicas_1,ine_pruebaLecturaMatematicas_2,ine_pruebaLecturaMatematicas_3,ine_pruebaLecturaCritica_1,ine_pruebaLecturaCritica_2,ine_pruebaLecturaCritica_3,inf_ingresos_m_1,inf_ingresos_m_2,inf_ingresos_m_3,inf_financiamiento_m_1,inf_financiamiento_m_2,inf_financiamiento_m_3,inf_regaliaspc_m_1,inf_regaliaspc_m_2,inf_regaliaspc_m_3,inf_nproyectos_m_1,inf_nproyectos_m_2,inf_nproyectos_m_3,inf_vproyectos_m_1,inf_vproyectos_m_2,inf_igpr_m_2,inf_igpr_m_3,inf_desempennofiscal_m_1,inf_desempennofiscal_m_2,inf_desempennofiscal_m_3,inf_peducacion_m_1,inf_peducacion_m_2,inf_peducacion_m_3,inf_psalud_m_1,inf_psalud_m_2,inf_psalud_m_3
800150497,5,5,135,413,72013332,4457936336,7908789695,14402666.4,33021750.63703704,19149611.85230024,15000000,9600000,3600000,5675298.223940906,61364578.50718664,216840109.62945837,1,47,44,2,4,4,5,76,151,0,1,0,100,56.2962962962963,36.56174334140436,0,0,0,0,0,1,20.517886090700717,Medio,9371,9612.5,9449,449,485,513.5,108,41.5,41,1533,6984,4572.5,4429,4540,4532.5,4776.5,4884,19708550000,22231845000,26404380000,14584340000,230580000,7934765000,76759.65,28539.635,182796.78999999998,0,3.5,3,1730080273.4,5951155877.6,85.69,79.90125,70.795,70.22,72.1,9.075,9.280000000000001,7.015000000000001,45.625,47.599999999999994,51.615
800152970,5,206,408,251,3532184405,6149303319,6227546187,17146526.237864077,15071821.860294119,24810940.984063745,8400000,7999999,9048000,25071958.797412354,24942836.29750796,42290236.902251676,17,69,46,5,4,4,104,185,133,0,0,0,50.48543689320388,45.34313725490196,52.98804780876494,1,1,0,1,1,0,7.135774165956813,Bajo,7990.5,7789,8099.5,144.5,247,255.5,69,39.5,105,730,7479,5306,5554,5653,5173.5,5485,5626,14772370000,13652530000,17594415000,1889785000,148395000,428205000,67971.47,19514.53,61108.55,1,2,1,1753492541.95,0,64.36625,72.24875,82.895,83.06,83.9,7.425,6.885,5.8,35.185,38.625,42.864999999999995
800154347,5,0,135,2705,0,2417587660,11162826464,0,17908056.740740743,4126738.0643253233,0,4774000,1792000,0,30701980.84657454,11608920.011669774,0,39,51,0,5,4,0,55,301,0,0,0,0,40.74074074074074,11.127541589648798,0,1,1,0,1,1,8.11554182559662,Bajo,9803,10539.5,10623.5,303,163,214.5,133.5,459,127.5,1218,7098,4490.5,4344.5,4406,4461.5,4741.5,4762,53659825000,57666510000,68994990000,3129965000,-1120275000,6839275000,88216.67499999999,42496.97,58168.215,2,6,5,2369686159,2600940297.26,55.265,55.5775,68.03,69.105,63.42,12.59,13.515,11.135,58.504999999999995,58.364999999999995,62.625
800155000,4,0,439,250,0,4022687301,10499398141,0,9163296.813211845,41997592.564,0,4000000,7204515,0,16461080.062453305,351851785.429324,0,81,48,0,4,4,0,138,103,0,1,1,0,31.435079726651484,41.199999999999996,0,0,0,0,0,0,25.87424843390292,Medio,8280,7016.5,7363,212.5,301.5,223,63,67.5,72.5,695,7210,4417,4294,4328,4517.5,4721,4735,483553510000,513572325000,540430000000,18843800000,-6119555000,61113270000,106970.185,30188.72,10694.015,6,8.5,1,12838576591.73,0,43.7825,42.61,72.64,75.64,71.86,63.09,57.715,61.47,23.555,29.08,27.4
800155633,6,36,43,42,309636718,345514808,711694621,8601019.944444444,8035228.0930232555,16945110.023809522,5800000,4756000,10772500,7103532.556115053,8095766.49807636,20961272.274970274,3,7,6,1,1,1,26,22,28,1,1,1,72.22222222222221,51.162790697674424,66.66666666666666,1,1,1,0,1,1,17.41795528765566,Medio,8390.5,8087.5,8014,294.5,277.5,246,559.5,437.5,706.5,0,0,5268.5,5310.5,5299,5257,5460.5,5522,367528820000,445749980000,479211640000,36670000,-15860825000,36348785000,121.635,42.985,129.075,0,2,0,150045975,3910541159,73.67999999999999,0,79.275,79.195,78.33,72.28,75.225,76.525,15.184999999999999,14.525,14.59
800160400,5,115,211,173,4415409745,1197571808,871384991,38394867.347826086,5675695.772511848,5036907.462427746,7250928,2720000,3708000,155113752.03154778,17916787.67678609,4404616.7849032525,11,13,8,2,1,2,40,71,64,0,0,0,34.78260869565217,33.649289099526065,36.99421965317919,1,1,1,1,1,1,23.760501049202272,Medio,11179.5,10662,8938,248.5,356.5,348,199,126,95,628,7025,4857.5,5121.5,4912,5009.5,5395,5218,10268415000,12959910000,16375830000,-1919565000,-6098645000,-2879245000,51210.045,34918,0,0,4,3,216800000,1081807569.66,57.14625,63.628750000000004,71.38499999999999,69.09,70.6,9.22,7.725,6.68,48.485,46.91,49.39
800165050,5,49,82,93,718086924,672472215,1052619465,14654835.18367347,8200880.6707317075,11318488.870967742,9440536,4500000,6000000,22179871.48094589,12959726.167795643,21499453.015031822,11,10,3,3,3,2,47,59,57,1,1,1,95.91836734693877,71.95121951219512,61.29032258064516,0,1,0,0,1,0,9.60827080134679,Bajo,11326,11763.5,8839.5,146.5,260,427,20.5,577,352,2269,7167,4534.5,3789,4315,4702.5,4354.5,4331,11893670000,9926595000,12281760000,-1507505000,458170000,556565000,113912.71,41468.985,325.065,1,2,0,311166225,0,66.54166666666667,72.7,66.935,61.805,60.53,5.05,4.325,3.885,13.395,16.65,21.155
800174123,5,111,15,1,3727160893,595399719,512000203,33578026.06306306,39693314.6,512000203,8400000,5600000,512000203,101981447.39499973,104963484.0064542,0,36,9,1,3,2,1,72,15,1,0,0,0,64.86486486486487,100,100,0,0,0,0,0,0,22.032247664028997,Medio,8392.5,8603,7630.5,72,130.5,173,33,121.5,164.5,582,6790,4846,4975.5,5023,4726.5,5168,5288,23112330000,20398055000,24840685000,429565000.0000001,554450000,9630445000,63770.795,38897.31,47514.270000000004,1,2,0,5190231598.58,699737769.49,66.655,75.5375,69.905,72.31,73.14,8.45,7.82,6.445,50.66,55.015,57.42
800174375,6,191,1211,883,5289853947,12814021630,11263092378,27695570.40314136,10581355.598678777,12755484.006795017,13500000,2450000,7020000,61444477.18285741,42601528.51320096,19138152.076181874,23,70,36,4,4,4,105,288,313,1,1,1,54.973821989528794,23.781998348472335,35.44733861834655,1,1,1,1,1,1,6.351864979883385,Bajo,8762,8927.5,8682,163,370.5,227,333.5,421,296.5,452,6738,5158,5108.5,5277,5024.5,5236,5137,15683515000,15656435000,20438640000,969095000,-2949585000,-180000000,61459.635,41501.475,126179.77500000001,0,3,1,1178528380.46,0,65.14,83.712,73.905,67.315,70.59,9.41,6.98,5.859999999999999,33.655,38.245,44.004999999999995
800174995,5,683,1904,1643,22941123387,20840754057,20788434250,33588760.44948755,10945774.18960084,12652729.306147292,15073000,2235622.5,2474626,102341097.62605827,56061154.87874265,55128401.58426839,20,98,96,3,4,4,374,288,249,1,1,1,54.758418740849194,15.126050420168067,15.155203895313452,1,1,1,1,1,1,15.407124992511259,Medio,8030,7931,8177.5,320.5,397.5,343.5,266.5,187.5,170,206,6830,4950,4893,4912,5079,5245,5346,343561310000,412036770000,455626360000,38335285000,-24667160000,-41824470000,34.379999999999995,0,0,0,0,0,0,0,0,0,77.1,76.685,74.22,67.58,68.315,68.28,17.53,17.869999999999997,18.83
800182136,4,0,84,135,0,1201083071,2608424891,0,14298607.988095239,19321665.85925926,0,5640000,8000000,0,23043718.58674283,37271149.46534437,0,16,13,0,3,2,0,41,63,0,1,1,0,48.80952380952381,46.666666666666664,0,0,0,0,0,0,23.36619295680765,Medio,7160.5,6802,8712,569,413.5,342,52.5,61,134,1008,7069,4443,4329.5,4396,4392.5,4607.5,4630,19398240000,23397615000,26134875000,4074415000,-1057725000,-7714630000,109315.485,49294.104999999996,27403.125,2.5,2,3,727128076,336448148.5,59.3575,74.89125,73.42500000000001,70.75,70.06,8.355,6.255,4.66,30.59,35.885000000000005,35.66
800191643,5,247,871,697,11782222444,20718536736,22908460298,47701305.44129555,23787068.58323766,32867231.417503588,13200000,7000000,6000000,284701548.3267173,63150458.1384868,97952267.9387695,24,57,54,1,4,4,210,328,289,1,1,0,85.02024291497976,37.65786452353617,41.46341463414634,0,1,1,1,1,1,10.583506334877532,Bajo,9271.5,9192.5,9290,559,422,442,32.5,61.5,37.5,1662,7071,4617,4504,4465,4573.5,4858,4924,62545250000,68198705000,86291690000,6830680000,3441085000,6302565000,23434.99,31873.83,145281.975,1,12,4,6313677216.06,1910204902.85,63.215,63.8375,73.575,71.07,72.77,11.59,11.16,8.184999999999999,59.05,64.505,67.78999999999999
800193392,5,52,129,132,430785675,954661799,1486361958,8284339.903846154,7400479.062015504,11260317.863636363,5450000,3200000,3686013,11781203.972048538,17907450.343859706,27291438.46481539,10,23,22,2,3,3,41,70,81,1,0,0,78.84615384615384,54.263565891472865,61.36363636363637,1,0,1,1,0,1,13.317804320118311,Bajo,13567.5,13476,11083,514.5,329.5,435,293,206,145,635,6551,4814.5,4237.5,4171,4930.5,4738.5,4835,11159785000,8890500000,11144510000,-2457380000,-201025000,2586895000,1011382.815,55066.01,39088.29,1,2,0,352915122,0,52.96333333333333,50.03125,67.67,63.22,68.1,6.555,6.22,4.07,24.975,24.439999999999998,26.98
800193490,5,78,125,136,1096176431,716457652,1226004660,14053543.987179488,5731661.216,9014740.147058824,6600000,4000000,5500000,22811609.977403894,7078785.218812549,16925219.789554983,16,23,32,3,3,4,59,61,65,0,0,0,75.64102564102564,48.8,47.794117647058826,1,1,1,1,1,1,8.62828476929607,Bajo,8615.5,8777,9648.5,313.5,439.5,355,88,27,14.5,1105,7782,4936.5,4884.5,4799,4886.5,5015,5117,9596725000,13285465000,11567070000,890705000,-1229505000,1942215000,74762.16500000001,310694.48500000004,28318.84,1,1.5,2,834343581,0,70.945,81.32125,66.67,67.285,65.97,9.86,8.715,5.865,35.155,35.495000000000005,37.525
800193912,5,42,534,245,589267700,4389178678,8674757705,14030183.333333334,8219435.72659176,35407174.30612245,2823000,4110800,6721000,53611466.84788081,17436709.05551465,199786994.48491138,1,19,14,1,3,2,42,332,187,1,1,1,100,62.172284644194754,76.32653061224491,0,0,1,0,0,1,15.346811412097258,Medio,9250,9225.5,9916,137.5,254,162.5,386.5,353,321,1348,7202,4935,5074,5095,4731.5,5179.5,5123,49078920000,44885230000,49876680000,4322100000,7404320000,5122935000,158454.54499999998,104522.13500000001,34875.29,2.5,4.5,0,6169140976.7,0,66.6075,66.57875,77.13499999999999,69.45,72.03,12.09,10.629999999999999,8.41,56.33,57.94,63.67999999999999
800194328,6,196,194,172,3457353105,1802356990,2070162481,17639556.658163264,9290499.948453609,12035828.377906976,8131250,6025000,8937500,68252745.28913975,12349306.917335844,16047064.701883892,7,23,28,4,4,4,72,68,68,1,0,0,36.734693877551024,35.051546391752574,39.53488372093023,1,0,0,1,0,1,13.539328250237903,Bajo,9330,8957.5,9550.5,239.5,128.5,199,14.5,375.5,96,1072,8010,4727.5,5159.5,5043,4598,5197.5,5022,9281500000,8842940000,11104385000,818155000,-47460000,2541135000,80185.215,25034.185,0,1,1.5,0,277528999.18,0,71.51,62.04375,65.745,62.474999999999994,61.17,5.970000000000001,4.77,3.6550000000000002,28.585,29.4,30.65
800194627,5,69,147,170,1217235848,2524630677,3020524990,17641099.246376812,17174358.346938774,17767794.05882353,10126311,12240000,13740000,33910976.13902052,31723103.423852567,31910494.74334181,1,5,1,4,4,1,57,86,89,1,0,0,82.6086956521739,58.50340136054422,52.352941176470594,1,1,1,1,1,1,9.864901034842559,Bajo,8575.5,8372.5,8396.5,455,594,406,596,364.5,401.5,1052,6738,4631.5,4591,4453,4649.5,4969.5,4866,12789320000,13878020000,19170395000,-905740000,-182780000,-1160905000,245086,1938.44,98109.835,0,4,2,0,0,64.11375000000001,74.24125,68.71000000000001,73.055,76.69,7.675000000000001,6.635,5.62,39.185,41.16,44.225
800196939,5,5263,2117,0,25463005871,51116475069,0,4838116.258977769,24145713.30609353,0,2680000,11440000,0,35479989.01200497,71529381.69533883,0,3,39,0,2,4,0,1432,1595,0,0,0,0,27.208816264487933,75.34246575342466,0,1,1,0,1,1,0,2.460821184880156,Bajo,8107.5,7985.5,8729.5,306.5,185,162.5,428.5,193.5,147.5,0,0,5383,5440.5,5465,5347,5558.5,5630,12498822180000,14420611740000,16534206500000,-1036792765000,467534680000,3626193000000,3727.31,2944.9700000000003,1584.33,5.5,15.5,20,20353749994.43,29734189542.26,62.1975,72.5825,85.13999999999999,83.185,85.32,63.519999999999996,66.33,68.06,20.54,19.105,19.115000000000002
800197177,5,899,203,0,61140959098,12254457276,0,68009965.62625138,60366784.61083744,0,10909344,8936640,0,271331790.2301543,502656706.8887324,0,64,30,0,4,3,0,217,83,0,0,0,0,24.137931034482758,40.88669950738916,0,1,1,0,1,1,0,15.508654878273468,Medio,8107.5,7985.5,8729.5,306.5,185,162.5,428.5,193.5,147.5,0,0,5383,5440.5,5465,5347,5558.5,5630,12498822180000,14420611740000,16534206500000,-1036792765000,467534680000,3626193000000,3727.31,2944.9700000000003,1584.33,5.5,15.5,20,20353749994.43,29734189542.26,62.1975,72.5825,85.13999999999999,83.185,85.32,63.519999999999996,66.33,68.06,20.54,19.105,19.115000000000002
800201197,4,0,204,255,0,9722627133,15797327042,0,47659936.926470585,61950302.125490196,0,6850000,9000000,0,134001335.65354349,183730090.5726412,0,14,18,0,3,3,0,112,136,0,1,0,0,54.90196078431373,53.333333333333336,0,0,0,0,0,0,23.092744631738743,Medio,8096.5,8099.5,8923.5,69.5,241,184,280,338.5,304,1682,6909,4694,4852,4876,4601,5032,5019,55638830000,54122745000,110645245000,12394975000,8451345000,1506115000,146266.385,40326.649999999994,534473.125,1,5,14,2367776876.23,5654715903.32,74.47625,79.9375,75.725,74.575,80.83,13.035,11.73,8.985,54.015,55.925,56.565
800202398,5,19,83,63,181671242,368597785,601518003,9561644.315789474,4440937.168674699,9547904.80952381,9100000,1646589,3000000,7891201.343682194,10696836.713454966,20984987.234875944,5,19,8,2,3,2,16,55,34,1,1,1,84.21052631578947,66.26506024096386,53.96825396825397,1,0,0,1,0,0,15.666498962537693,Medio,7434.5,7185,7020,255.5,349,344,684.5,606,684.5,1145,6800,4471,4318,4400,4676,4829,4746,6851070000,5895015000,8565555000,223470000,-20310000,250175000,135878.54,17809.945,0,0,1.5,0,271331711,0,79.53333333333333,93.08,65.545,60.97,60.58,4.77,3.905,2.62,20.03,19.215,19.759999999999998
800204153,5,880,1721,1160,12782871696,31085261419,41040548362,14525990.563636364,18062325.05461941,35379783.070689656,3591952,2582784,7700040,68215237.50541,88315613.3372357,169383740.64118627,15,66,65,4,4,4,327,559,445,0,0,0,37.15909090909091,32.48111563044741,38.362068965517246,1,1,1,1,1,1,9.121322033077663,Bajo,8898.5,8842,9609.5,343.5,289,280,361,528,386,1153,7372,4554,4500.5,4616,4526,4852.5,4888,164555660000,187212010000,211783020000,16521595000,-9601870000,13646840000,67804.57,56975.770000000004,67292.535,0,7,10,11583756984,9051268846.29,71.27875,71.61375000000001,75.075,73.62,62.28,64.79499999999999,65.56,65.595,22.79,23.6,24.9
800209488-1,1,16,330,0,287590186,23905841975,0,17974386.625,72441945.37878788,0,8205000,4353350,0,38276551.26197507,190704657.79005355,0,2,52,0,2,4,0,15,299,0,1,1,0,93.75,90.6060606060606,0,0,0,0,0,0,0,8.047214289286448,Bajo,8107.5,7985.5,8729.5,306.5,185,162.5,428.5,193.5,147.5,0,0,5383,5440.5,5465,5347,5558.5,5630,12498822180000,14420611740000,16534206500000,-1036792765000,467534680000,3626193000000,3727.31,2944.9700000000003,1584.33,5.5,15.5,20,20353749994.43,29734189542.26,62.1975,72.5825,85.13999999999999,83.185,85.32,63.519999999999996,66.33,68.06,20.54,19.105,19.115000000000002
800209710,1,2250,0,0,8998938632,0,0,3999528.280888889,0,0,1914144,0,0,13514401.550316533,0,0,1,0,0,4,0,0,461,0,0,1,0,0,20.48888888888889,0,0,0,0,0,0,0,0,4.468631703631183,Bajo,8107.5,7985.5,8729.5,306.5,185,162.5,428.5,193.5,147.5,0,0,5383,5440.5,5465,5347,5558.5,5630,12498822180000,14420611740000,16534206500000,-1036792765000,467534680000,3626193000000,3727.31,2944.9700000000003,1584.33,5.5,15.5,20,20353749994.43,29734189542.26,62.1975,72.5825,85.13999999999999,83.185,85.32,63.519999999999996,66.33,68.06,20.54,19.105,19.115000000000002
800212070,5,7,73,5,31135000,977097004,48000000,4447857.142857143,13384890.465753425,9600000,3000000,7062000,8000000,3917613.917874477,21759548.975465465,8322259.3086252725,2,18,3,1,3,2,7,50,4,0,1,1,100,68.4931506849315,80,0,0,0,0,0,0,14.735253411080128,Bajo,9844.5,9803.5,9308.5,277.5,325,412,113.5,189.5,212,856,6824,5055.5,4843.5,4817,4920.5,5053,5028,11986210000,12357900000,16245535000,958860000,1297965000,6874110000,80323.98999999999,59636.885,156244.33000000002,0,3,0,230000001,167399740.87,68.3625,83.39,78.395,64.645,75.98,6.99,6.2,4.875,19.47,21.71,25.985
800213942,5,98,330,495,672108000,1532288032,2286415805,6858244.897959184,4643297.066666666,4619021.828282828,4275000,2000000,2286000,7269769.237338209,11308862.153317394,8059910.110218754,1,14,29,2,4,4,55,97,130,1,0,0,56.12244897959183,29.393939393939394,26.262626262626267,0,0,1,0,0,1,6.851126534688737,Bajo,4711.5,4975,6353,466,316,189,252,630.5,330.5,662,7353,4786,4812,5035,4727.5,5133.5,5135,14842195000,14337750000,16734675000,-183990000,-1613170000,4254425000,72869.26000000001,75937.16500000001,339191.905,1,5.5,2,1135022738.08,453648607.5,77.68666666666667,73.4075,66.725,61.295,60.68,5.495,6.415,4.865,27.78,29.105,29.34
800216303,5,269,16,0,54252344812,286920924,0,201681579.2267658,17932557.75,0,16205200,7600000,0,2150947527.4955053,36273077.11287907,0,35,11,0,4,2,0,160,13,0,0,0,0,59.479553903345725,81.25,0,1,0,0,1,0,0,34.22681723544567,Alto,8107.5,7985.5,8729.5,306.5,185,162.5,428.5,193.5,147.5,0,0,5383,5440.5,5465,5347,5558.5,5630,12498822180000,14420611740000,16534206500000,-1036792765000,467534680000,3626193000000,3727.31,2944.9700000000003,1584.33,5.5,15.5,20,20353749994.43,29734189542.26,62.1975,72.5825,85.13999999999999,83.185,85.32,63.519999999999996,66.33,68.06,20.54,19.105,19.115000000000002
800216538,5,8880,534,0,59935173138,4207688509,0,6749456.434459459,7879566.496254682,0,3198333,4150418,0,36011944.78652805,19343916.565792847,0,60,20,0,5,4,0,1750,475,0,0,0,0,19.707207207207208,88.95131086142321,0,1,1,0,1,1,0,2.505239098386372,Bajo,8107.5,7985.5,8729.5,306.5,185,162.5,428.5,193.5,147.5,0,0,5383,5440.5,5465,5347,5558.5,5630,12498822180000,14420611740000,16534206500000,-1036792765000,467534680000,3626193000000,3727.31,2944.9700000000003,1584.33,5.5,15.5,20,20353749994.43,29734189542.26,62.1975,72.5825,85.13999999999999,83.185,85.32,63.519999999999996,66.33,68.06,20.54,19.105,19.115000000000002
800217641,5,567,26,0,8052265063,348658294,0,14201525.68430335,13409934.384615384,0,7939200,3909360,0,26026381.83994008,26373269.870334588,0,33,13,0,4,3,0,426,24,0,1,0,0,75.13227513227513,92.3076923076923,0,0,0,0,0,0,0,7.035922392066613,Bajo,8107.5,7985.5,8729.5,306.5,185,162.5,428.5,193.5,147.5,0,0,5383,5440.5,5465,5347,5558.5,5630,12498822180000,14420611740000,16534206500000,-1036792765000,467534680000,3626193000000,3727.31,2944.9700000000003,1584.33,5.5,15.5,20,20353749994.43,29734189542.26,62.1975,72.5825,85.13999999999999,83.185,85.32,63.519999999999996,66.33,68.06,20.54,19.105,19.115000000000002
800219600,5,6776,2467,0,88250691041,28635921860,0,13024009.8938902,11607588.917713823,0,3000000,5033000,0,116299622.32949445,38647946.82229344,0,53,52,0,4,4,0,2923,1869,0,1,1,0,43.13754427390791,75.76003242805027,0,1,0,0,1,0,0,4.44821007005066,Bajo,8107.5,7985.5,8729.5,306.5,185,162.5,428.5,193.5,147.5,0,0,5383,5440.5,5465,5347,5558.5,5630,12498822180000,14420611740000,16534206500000,-1036792765000,467534680000,3626193000000,3727.31,2944.9700000000003,1584.33,5.5,15.5,20,20353749994.43,29734189542.26,62.1975,72.5825,85.13999999999999,83.185,85.32,63.519999999999996,66.33,68.06,20.54,19.105,19.115000000000002
800220011-7,5,1580,124,0,33356628176,5888066786,0,21111789.984810125,47484409.56451613,0,3041421.5,20830700,0,90694778.43087736,70230214.34228152,0,52,42,0,5,4,0,1200,79,0,0,0,0,75.9493670886076,63.70967741935484,0,0,0,0,0,0,0,8.200723087103055,Bajo,8107.5,7985.5,8729.5,306.5,185,162.5,428.5,193.5,147.5,0,0,5383,5440.5,5465,5347,5558.5,5630,12498822180000,14420611740000,16534206500000,-1036792765000,467534680000,3626193000000,3727.31,2944.9700000000003,1584.33,5.5,15.5,20,20353749994.43,29734189542.26,62.1975,72.5825,85.13999999999999,83.185,85.32,63.519999999999996,66.33,68.06,20.54,19.105,19.115000000000002
800227877,5,0,190,72,0,5802223401,7661669477,0,30538017.9,106412076.06944445,0,11633922,33932820,0,70964918.10325651,297976607.7996553,0,35,22,0,4,3,0,86,35,0,1,1,0,45.26315789473684,48.61111111111111,0,1,1,0,1,1,28.462237686779417,Medio,8660,8055,8556.5,347.5,425,425,212.5,194.5,291,774,6607,4742,4737,4651,4894,5038.5,4928,38482205000,43365390000,52634265000,5879615000,-2309315000,8171185000,45416.365,40802.229999999996,50555.895,1,4,2,4879697289.57,0,67.71166666666667,69.5975,73.94,71.15,71.84,14.515,13.685,9.965,46.76,49.675,55.25
800231215,5,195,347,970,23946883512,19122361471,40123189307,122804530.83076923,55107669.94524496,41364112.687628865,28350000,22000000,20485994.5,256011062.94974613,110543353.70179841,67802776.55876838,1,94,112,4,4,4,116,183,327,0,0,0,59.48717948717949,52.73775216138329,33.71134020618557,1,0,1,1,0,1,6.748162178327286,Bajo,8251.5,8482,8792,507.5,358.5,279,318,563,441.5,691,6708,5084.5,5204.5,5198,4960.5,5253.5,5172,57815225000,53902885000,59167110000,-374325000.00000024,1565315000,11452355000,150212.94,33049.585,57148.325,1,14.5,7,12897409825.59,2061348188.91,78.2225,83.32875,78.97,76.91,77.51,12.094999999999999,11.4,7.795,58.825,62.64,68.4
800247350,3,106,120,123,11225168031,13513738253,14720525625,105897811.61320755,112614485.44166666,119679070.12195122,60000000,62600000,75000000,184229896.3978415,190682816.32817078,101621686.65057103,13,31,30,4,3,3,73,73,77,0,0,0,68.86792452830188,60.83333333333333,62.601626016260155,1,1,1,1,1,1,8.489008082406338,Bajo,8107.5,7985.5,8729.5,306.5,185,162.5,428.5,193.5,147.5,0,0,5383,5440.5,5465,5347,5558.5,5630,12498822180000,14420611740000,16534206500000,-1036792765000,467534680000,3626193000000,3727.31,2944.9700000000003,1584.33,5.5,15.5,20,20353749994.43,29734189542.26,62.1975,72.5825,85.13999999999999,83.185,85.32,63.519999999999996,66.33,68.06,20.54,19.105,19.115000000000002
800248276-3,5,305,5,0,23376947604,296351047,0,76645729.84918033,59270209.4,0,20000000,42530007,0,135089265.9793784,54677722.224189274,0,50,5,0,4,2,0,171,5,0,0,0,0,56.0655737704918,100,0,1,0,0,1,0,0,11.253973118084565,Bajo,8107.5,7985.5,8729.5,306.5,185,162.5,428.5,193.5,147.5,0,0,5383,5440.5,5465,5347,5558.5,5630,12498822180000,14420611740000,16534206500000,-1036792765000,467534680000,3626193000000,3727.31,2944.9700000000003,1584.33,5.5,15.5,20,20353749994.43,29734189542.26,62.1975,72.5825,85.13999999999999,83.185,85.32,63.519999999999996,66.33,68.06,20.54,19.105,19.115000000000002
800253167,6,0,0,841,0,0,23379136679,0,0,27799211.271105826,0,0,2500000,0,0,418217102.04543036,0,0,30,0,0,4,0,0,129,0,0,1,0,0,15.338882282996433,0,0,1,0,0,1,29.800733683256986,Medio,9162.5,9861,10069,220.5,157.5,72,90,127,80,0,0,5044,5068,5099,5036.5,5322.5,5357,1830866730000,2347097725000,2821065375000,120006755000,247328200000,844608250000,115.16,0,15036.105,0,3.5,3,5706237775.58,4805479403,51.446666666666665,82.6075,80.38499999999999,81.065,80.79,60.18,62.019999999999996,62.7,27.975,29.165,28.715
